mac_cliente,mac_ap,banda,rssi,time_step
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,170
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,170
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,170
148.233.121.198.198.71,44.208.45.125.172.128,0,-88,170
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,170
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,170
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,170
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,171
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,171
216.252.147.127.63.210,44.208.45.125.172.128,0,-61,171
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,171
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,171
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,171
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,171
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,171
172.253.206.125.31.69,44.208.45.106.167.16,0,-52,171
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,172
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,172
172.253.206.125.31.69,44.208.45.106.167.16,0,-55,172
148.233.121.198.198.71,44.208.45.125.172.128,0,-92,172
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,172
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,172
216.252.147.127.63.210,44.208.45.125.172.128,0,-61,172
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,172
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,172
176.197.89.188.18.183,44.208.45.127.103.160,0,-75,173
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,173
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,173
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,173
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,173
148.233.121.198.198.71,44.208.45.125.172.128,0,-91,173
216.252.147.127.63.210,44.208.45.125.172.128,0,-61,173
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,173
172.253.206.125.31.69,44.208.45.106.167.16,0,-54,173
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,174
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,174
176.197.89.188.18.183,44.208.45.127.103.160,0,-76,174
216.252.147.127.63.210,44.208.45.125.172.128,0,-60,174
148.233.121.198.198.71,44.208.45.125.172.128,0,-85,174
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,174
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,174
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,174
240.3.140.45.251.130,44.208.45.127.103.160,0,-93,174
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,175
148.233.121.198.198.71,44.208.45.125.172.128,0,-80,175
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,175
172.253.206.125.31.69,44.208.45.106.167.16,0,-48,175
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,175
216.252.147.127.63.210,44.208.45.125.172.128,0,-59,175
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,175
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,175
176.197.89.188.18.183,44.208.45.127.103.160,0,-74,175
216.252.147.127.63.210,44.208.45.125.172.128,0,-58,176
240.3.140.45.251.130,44.208.45.127.103.160,0,-92,176
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,176
176.197.89.188.18.183,44.208.45.127.103.160,0,-73,176
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,176
24.33.149.227.215.219,44.208.45.127.103.160,0,-75,176
148.233.121.198.198.71,44.208.45.125.172.128,0,-86,176
172.253.206.125.31.69,44.208.45.106.167.16,0,-49,176
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,176
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,176
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,177
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,177
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,177
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,177
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,177
24.33.149.227.215.219,44.208.45.127.103.160,0,-75,177
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,177
216.252.147.127.63.210,44.208.45.125.172.128,0,-57,177
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,177
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,178
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,178
40.39.191.157.33.63,44.208.45.127.103.160,0,-65,178
24.33.149.227.215.219,44.208.45.127.103.160,0,-75,178
172.253.206.125.31.69,44.208.45.106.167.16,0,-47,178
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,178
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,178
216.252.147.127.63.210,44.208.45.125.172.128,0,-57,178
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,178
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,179
148.233.121.198.198.71,44.208.45.125.172.128,0,-93,179
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,179
216.252.147.127.63.210,44.208.45.125.172.128,0,-59,179
24.33.149.227.215.219,44.208.45.127.103.160,0,-73,179
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,179
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,179
8.212.12.130.83.142,44.208.45.106.167.16,1,-89,179
148.233.121.198.198.71,44.208.45.125.172.128,0,-89,180
172.253.206.125.31.69,44.208.45.106.167.16,0,-54,180
216.252.147.127.63.210,44.208.45.125.172.128,0,-61,180
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,180
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,180
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,180
24.33.149.227.215.219,44.208.45.127.103.160,0,-70,180
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,181
216.252.147.127.63.210,44.208.45.125.172.128,0,-63,181
172.253.206.125.31.69,44.208.45.106.167.16,0,-50,181
24.33.149.227.215.219,44.208.45.127.103.160,0,-70,181
176.197.89.188.18.183,44.208.45.127.103.160,0,-71,181
148.233.121.198.198.71,44.208.45.125.172.128,0,-85,181
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,181
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,182
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,182
172.253.206.125.31.69,44.208.45.106.167.16,0,-50,182
216.252.147.127.63.210,44.208.45.125.172.128,0,-64,182
24.33.149.227.215.219,44.208.45.127.103.160,0,-72,182
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,182
148.233.121.198.198.71,44.208.45.125.172.128,0,-84,182
148.233.121.198.198.71,44.208.45.125.172.128,0,-83,183
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,183
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,183
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,183
216.252.147.127.63.210,44.208.45.125.172.128,0,-64,183
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,183
24.33.149.227.215.219,44.208.45.127.103.160,0,-74,183
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,184
172.253.206.125.31.69,44.208.45.106.167.16,0,-51,184
24.33.149.227.215.219,44.208.45.127.103.160,0,-72,184
216.252.147.127.63.210,44.208.45.125.172.128,0,-63,184
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,184
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,184
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,185
240.3.140.45.251.130,44.208.45.127.67.64,0,-60,185
8.212.12.130.83.142,44.208.45.125.172.128,0,-88,185
216.252.147.127.63.210,44.208.45.125.172.128,0,-62,185
24.33.149.227.215.219,44.208.45.127.103.160,0,-70,185
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,185
172.253.206.125.31.69,44.208.45.106.167.16,0,-54,185
176.197.89.188.18.183,44.208.45.127.103.160,0,-72,185
24.33.149.227.215.219,44.208.45.127.103.160,0,-71,186
172.253.206.125.31.69,44.208.45.106.167.16,0,-54,186
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,186
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,186
176.197.89.188.18.183,44.208.45.127.103.160,0,-73,186
8.212.12.130.83.142,44.208.45.125.172.128,0,-89,186
240.3.140.45.251.130,44.208.45.127.67.64,0,-56,186
216.252.147.127.63.210,44.208.45.125.172.128,0,-62,186
24.33.149.227.215.219,44.208.45.127.103.160,0,-72,187
164.186.219.182.232.26,44.208.45.125.172.128,0,-64,187
8.212.12.130.83.142,44.208.45.125.172.128,0,-86,187
240.3.140.45.251.130,44.208.45.127.67.64,0,-53,187
120.228.0.57.52.255,44.208.45.125.172.128,0,-82,187
