mac_cliente,mac_ap,banda,rssi,time_step
172.253.206.125.31.69,44.208.45.125.172.128,1,-47,269
216.252.147.127.63.210,44.208.45.127.103.160,0,-75,270
172.253.206.125.31.69,44.208.45.125.172.128,1,-43,270
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,270
172.253.206.125.31.69,44.208.45.125.172.128,1,-48,271
216.252.147.127.63.210,44.208.45.127.103.160,0,-73,271
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,271
216.252.147.127.63.210,44.208.45.127.103.160,0,-72,272
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,272
172.253.206.125.31.69,44.208.45.125.172.128,1,-51,272
172.253.206.125.31.69,44.208.45.125.172.128,1,-53,273
216.252.147.127.63.210,44.208.45.127.103.160,0,-72,273
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,273
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,274
172.253.206.125.31.69,44.208.45.125.172.128,1,-51,274
216.252.147.127.63.210,44.208.45.127.103.160,0,-72,274
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,275
216.252.147.127.63.210,44.208.45.127.103.160,0,-72,275
172.253.206.125.31.69,44.208.45.125.172.128,1,-49,275
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,275
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,276
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,276
172.253.206.125.31.69,44.208.45.125.172.128,1,-49,276
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,277
172.253.206.125.31.69,44.208.45.125.172.128,1,-47,277
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,277
172.253.206.125.31.69,44.208.45.125.172.128,1,-43,278
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,278
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,278
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,279
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,279
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,280
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,280
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,281
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,281
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,282
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,282
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,283
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,283
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,283
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,284
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,284
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,284
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,285
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,285
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,285
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,286
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,286
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,286
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,287
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,287
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,287
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,288
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,288
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,288
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,289
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,289
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,289
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,290
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,290
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,290
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,291
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,291
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,291
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,292
164.186.219.182.232.26,44.208.45.127.103.160,1,-85,292
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,292
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,293
172.253.206.125.31.69,44.208.45.127.103.160,0,-81,293
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,293
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,294
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,294
172.253.206.125.31.69,44.208.45.127.103.160,0,-80,294
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,295
172.253.206.125.31.69,44.208.45.127.103.160,0,-82,295
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,295
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,296
172.253.206.125.31.69,44.208.45.127.103.160,0,-83,296
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,296
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,297
172.253.206.125.31.69,44.208.45.127.103.160,0,-80,297
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,297
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,298
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,298
172.253.206.125.31.69,44.208.45.127.103.160,0,-77,298
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,299
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,299
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,299
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,300
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,300
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,300
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,301
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,301
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,301
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,302
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,302
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,302
172.253.206.125.31.69,44.208.45.127.103.160,0,-80,303
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,303
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,303
172.253.206.125.31.69,44.208.45.127.103.160,0,-81,304
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,304
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,304
172.253.206.125.31.69,44.208.45.127.103.160,0,-83,305
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,305
8.212.12.130.83.142,44.208.45.127.103.160,1,-77,305
172.253.206.125.31.69,44.208.45.127.103.160,0,-83,306
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,306
172.253.206.125.31.69,44.208.45.127.103.160,0,-83,307
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,307
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,307
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,308
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,308
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,308
172.253.206.125.31.69,44.208.45.127.103.160,0,-77,309
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,309
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,309
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,310
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,310
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,310
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,311
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,311
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,311
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,312
8.212.12.130.83.142,44.208.45.127.67.64,0,-34,312
172.253.206.125.31.69,44.208.45.127.103.160,0,-79,312
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,312
216.252.147.127.63.210,44.208.45.127.103.160,1,-88,313
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,313
8.212.12.130.83.142,44.208.45.127.67.64,0,-37,313
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,314
8.212.12.130.83.142,44.208.45.127.67.64,0,-41,314
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,315
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,315
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,316
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,316
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,317
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,317
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,318
8.212.12.130.83.142,44.208.45.127.67.64,0,-40,318
8.212.12.130.83.142,44.208.45.127.67.64,0,-40,319
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,319
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,320
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,320
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,321
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,321
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,322
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,322
8.212.12.130.83.142,44.208.45.127.67.64,0,-44,323
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,323
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,324
8.212.12.130.83.142,44.208.45.127.67.64,0,-44,324
216.252.147.127.63.210,44.208.45.127.67.64,0,-93,325
8.212.12.130.83.142,44.208.45.127.67.64,0,-45,325
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,325
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,325
216.252.147.127.63.210,44.208.45.127.67.64,0,-93,326
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,326
8.212.12.130.83.142,44.208.45.127.67.64,0,-45,326
164.186.219.182.232.26,44.208.45.127.67.64,0,-86,326
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,327
8.212.12.130.83.142,44.208.45.127.67.64,0,-46,327
216.252.147.127.63.210,44.208.45.127.67.64,0,-94,327
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,328
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,328
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,328
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,329
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,329
8.212.12.130.83.142,44.208.45.127.67.64,0,-37,329
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,330
8.212.12.130.83.142,44.208.45.127.67.64,0,-38,330
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,330
8.212.12.130.83.142,44.208.45.127.67.64,0,-40,331
216.252.147.127.63.210,44.208.45.127.67.64,0,-94,331
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,331
216.252.147.127.63.210,44.208.45.127.67.64,0,-91,332
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,332
8.212.12.130.83.142,44.208.45.127.67.64,0,-39,332
216.252.147.127.63.210,44.208.45.127.67.64,0,-88,333
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,333
8.212.12.130.83.142,44.208.45.127.67.64,0,-36,333
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,334
8.212.12.130.83.142,44.208.45.127.67.64,0,-35,334
216.252.147.127.63.210,44.208.45.127.67.64,0,-89,334
216.252.147.127.63.210,44.208.45.127.67.64,0,-90,335
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,335
8.212.12.130.83.142,44.208.45.127.67.64,0,-39,335
216.252.147.127.63.210,44.208.45.127.67.64,0,-92,336
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,336
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,336
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,337
216.252.147.127.63.210,44.208.45.127.67.64,0,-93,337
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,337
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,338
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,338
216.252.147.127.63.210,44.208.45.127.67.64,0,-94,338
172.253.206.125.31.69,44.208.45.127.103.160,1,-59,339
8.212.12.130.83.142,44.208.45.127.67.64,0,-41,339
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,339
8.212.12.130.83.142,44.208.45.127.67.64,0,-40,340
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,340
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,340
216.252.147.127.63.210,44.208.45.127.67.64,0,-95,341
8.212.12.130.83.142,44.208.45.127.67.64,0,-41,341
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,341
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,342
216.252.147.127.63.210,44.208.45.127.67.64,0,-94,342
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,342
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,343
216.252.147.127.63.210,44.208.45.127.67.64,0,-91,343
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,343
8.212.12.130.83.142,44.208.45.127.67.64,0,-43,344
172.253.206.125.31.69,44.208.45.127.103.160,1,-58,344
216.252.147.127.63.210,44.208.45.127.67.64,0,-88,344
8.212.12.130.83.142,44.208.45.127.67.64,0,-44,345
216.252.147.127.63.210,44.208.45.127.67.64,0,-88,345
8.212.12.130.83.142,44.208.45.127.67.64,0,-44,346
216.252.147.127.63.210,44.208.45.127.67.64,0,-89,346
8.212.12.130.83.142,44.208.45.127.67.64,0,-45,347
216.252.147.127.63.210,44.208.45.127.67.64,0,-91,347
8.212.12.130.83.142,44.208.45.127.67.64,0,-46,348
8.212.12.130.83.142,44.208.45.127.67.64,0,-45,349
8.212.12.130.83.142,44.208.45.127.67.64,0,-40,350
8.212.12.130.83.142,44.208.45.127.67.64,0,-36,351
8.212.12.130.83.142,44.208.45.127.67.64,0,-39,352
8.212.12.130.83.142,44.208.45.127.67.64,0,-42,353
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,359
172.253.206.125.31.69,44.208.45.127.67.64,0,-87,360
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,361
172.253.206.125.31.69,44.208.45.127.67.64,0,-88,361
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,362
172.253.206.125.31.69,44.208.45.127.67.64,0,-88,362
8.212.12.130.83.142,44.208.45.127.67.64,1,-54,363
172.253.206.125.31.69,44.208.45.127.67.64,0,-88,363
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,364
172.253.206.125.31.69,44.208.45.127.67.64,0,-87,364
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,365
8.212.12.130.83.142,44.208.45.127.67.64,1,-59,365
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,366
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,366
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,367
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,367
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,368
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,368
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,369
8.212.12.130.83.142,44.208.45.127.67.64,1,-56,369
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,370
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,370
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,371
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,371
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,372
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,372
8.212.12.130.83.142,44.208.45.127.67.64,1,-52,373
172.253.206.125.31.69,44.208.45.127.67.64,0,-83,373
172.253.206.125.31.69,44.208.45.127.67.64,0,-79,374
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,374
172.253.206.125.31.69,44.208.45.127.67.64,0,-75,375
8.212.12.130.83.142,44.208.45.127.67.64,1,-60,375
8.212.12.130.83.142,44.208.45.127.67.64,1,-62,376
172.253.206.125.31.69,44.208.45.127.67.64,0,-78,376
172.253.206.125.31.69,44.208.45.127.67.64,0,-83,377
8.212.12.130.83.142,44.208.45.127.67.64,1,-62,377
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,378
8.212.12.130.83.142,44.208.45.127.67.64,1,-60,378
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,379
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,379
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,380
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,380
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,381
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,381
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,382
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,382
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,383
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,383
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,384
8.212.12.130.83.142,44.208.45.127.67.64,1,-56,384
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,385
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,385
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,386
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,386
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,387
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,387
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,388
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,388
8.212.12.130.83.142,44.208.45.127.67.64,1,-56,389
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,389
8.212.12.130.83.142,44.208.45.127.67.64,1,-55,390
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,390
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,391
8.212.12.130.83.142,44.208.45.127.67.64,1,-56,391
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,392
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,392
8.212.12.130.83.142,44.208.45.127.67.64,1,-56,393
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,393
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,394
8.212.12.130.83.142,44.208.45.127.67.64,1,-54,394
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,395
172.253.206.125.31.69,44.208.45.127.67.64,0,-81,395
8.212.12.130.83.142,44.208.45.127.67.64,1,-52,396
172.253.206.125.31.69,44.208.45.127.67.64,0,-77,396
8.212.12.130.83.142,44.208.45.127.67.64,1,-58,397
172.253.206.125.31.69,44.208.45.127.67.64,0,-76,397
172.253.206.125.31.69,44.208.45.127.67.64,0,-79,398
8.212.12.130.83.142,44.208.45.127.67.64,1,-62,398
8.212.12.130.83.142,44.208.45.127.67.64,1,-57,399
172.253.206.125.31.69,44.208.45.127.67.64,0,-82,399
172.253.206.125.31.69,44.208.45.127.67.64,0,-84,400
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,400
172.253.206.125.31.69,44.208.45.127.67.64,0,-85,401
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,401
8.212.12.130.83.142,44.208.45.127.67.64,1,-53,402
172.253.206.125.31.69,44.208.45.127.67.64,0,-86,402
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,416
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,417
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,418
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,419
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,420
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,421
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,422
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,423
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,424
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,425
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,426
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,427
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,428
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,429
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,430
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,431
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,432
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,433
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,434
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,435
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,436
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,437
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,438
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,439
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,440
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,441
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,442
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,443
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,444
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,445
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,446
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,447
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,448
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,449
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,450
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,451
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,452
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,453
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,454
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,455
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,456
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,457
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,458
172.253.206.125.31.69,44.208.45.127.67.64,1,-75,459
