mac_cliente,mac_ap,banda,antena,rssi,date,time,client_index,block_index,timestamp_real,timeframe
8.212.12.130.83.142,44.208.45.127.103.160,0,0,-97.0,2018-11-01,15:05:00,54.0,17.0,2018-11-01 15:05:00,23
8.212.12.130.83.142,44.208.45.127.103.160,0,1,-97.0,2018-11-01,15:05:00,54.0,17.0,2018-11-01 15:05:00,23
8.212.12.130.83.142,44.208.45.127.103.160,1,0,-101.0,2018-11-01,15:05:00,,,2018-11-01 15:05:00,23
8.212.12.130.83.142,44.208.45.127.103.160,1,1,-101.0,2018-11-01,15:05:00,,,2018-11-01 15:05:00,23
160.136.105.218.32.35,0.66.104.213.240.0,0,0,-98.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,0.66.104.213.240.0,0,1,-98.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,0.66.104.213.240.0,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
160.136.105.218.32.35,0.66.104.213.240.0,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.106.167.16,0,0,-46.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.106.167.16,0,1,-54.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.106.167.16,1,0,-64.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.106.167.16,1,1,-52.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.125.172.128,0,0,-49.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.125.172.128,0,1,-54.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.125.172.128,1,0,-69.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.125.172.128,1,1,-70.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.67.64,0,0,-93.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.67.64,0,1,-93.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.67.64,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.67.64,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.103.160,0,0,-79.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.103.160,0,1,-77.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.103.160,1,0,-93.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.136.105.218.32.35,44.208.45.127.103.160,1,1,-93.0,2018-11-05,11:05:00,22.0,1.0,2018-11-05 11:05:00,24
160.211.122.242.210.83,0.66.104.213.240.0,0,0,-97.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,0.66.104.213.240.0,0,1,-97.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,0.66.104.213.240.0,1,0,-101.0,2018-11-12,15:05:00,,,2018-11-12 15:05:00,24
160.211.122.242.210.83,0.66.104.213.240.0,1,1,-101.0,2018-11-12,15:05:00,,,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.106.167.16,0,0,-50.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.106.167.16,0,1,-59.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.106.167.16,1,0,-43.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.106.167.16,1,1,-49.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.125.172.128,0,0,-72.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.125.172.128,0,1,-61.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.125.172.128,1,0,-77.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.125.172.128,1,1,-74.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.67.64,0,0,-96.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.67.64,0,1,-95.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.67.64,1,0,-101.0,2018-11-12,15:05:00,,,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.67.64,1,1,-101.0,2018-11-12,15:05:00,,,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.103.160,0,0,-81.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.103.160,0,1,-91.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.103.160,1,0,-88.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
160.211.122.242.210.83,44.208.45.127.103.160,1,1,-93.0,2018-11-12,15:05:00,27.0,6.0,2018-11-12 15:05:00,24
8.212.12.130.83.142,0.66.104.213.240.0,0,0,-61.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,0.66.104.213.240.0,0,1,-67.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,0.66.104.213.240.0,1,0,-83.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,0.66.104.213.240.0,1,1,-80.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.106.167.16,0,0,-97.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.106.167.16,0,1,-92.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.106.167.16,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.106.167.16,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.125.172.128,0,0,-84.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.125.172.128,0,1,-87.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.125.172.128,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.125.172.128,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.67.64,0,0,-39.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.67.64,0,1,-40.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.67.64,1,0,-53.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.67.64,1,1,-60.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.103.160,0,0,-95.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.103.160,0,1,-96.0,2018-11-05,11:05:00,54.0,2.0,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.103.160,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
8.212.12.130.83.142,44.208.45.127.103.160,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,24
160.136.105.218.32.35,0.66.104.213.240.0,0,0,-99.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,0.66.104.213.240.0,0,1,-98.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,0.66.104.213.240.0,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.136.105.218.32.35,0.66.104.213.240.0,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.106.167.16,0,0,-42.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.106.167.16,0,1,-43.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.106.167.16,1,0,-45.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.106.167.16,1,1,-42.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.125.172.128,0,0,-63.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.125.172.128,0,1,-65.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.125.172.128,1,0,-77.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.125.172.128,1,1,-71.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.67.64,0,0,-96.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.67.64,0,1,-97.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.67.64,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.67.64,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.103.160,0,0,-84.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.103.160,0,1,-91.0,2018-11-05,15:05:00,22.0,8.0,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.103.160,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.136.105.218.32.35,44.208.45.127.103.160,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
160.211.122.242.205.173,0.66.104.213.240.0,0,0,-96.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,0.66.104.213.240.0,0,1,-98.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,0.66.104.213.240.0,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.205.173,0.66.104.213.240.0,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.106.167.16,0,0,-48.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.106.167.16,0,1,-50.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.106.167.16,1,0,-55.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.106.167.16,1,1,-51.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.125.172.128,0,0,-62.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.125.172.128,0,1,-60.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.125.172.128,1,0,-78.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.125.172.128,1,1,-66.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.67.64,0,0,-89.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.67.64,0,1,-99.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.67.64,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.67.64,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.103.160,0,0,-80.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.103.160,0,1,-82.0,2018-11-05,11:05:00,26.0,1.0,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.103.160,1,0,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.205.173,44.208.45.127.103.160,1,1,-101.0,2018-11-05,11:05:00,,,2018-11-05 11:05:00,25
160.211.122.242.210.83,0.66.104.213.240.0,0,0,-96.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,0.66.104.213.240.0,0,1,-99.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,0.66.104.213.240.0,1,0,-101.0,2018-11-19,11:05:00,,,2018-11-19 11:05:00,25
160.211.122.242.210.83,0.66.104.213.240.0,1,1,-101.0,2018-11-19,11:05:00,,,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.106.167.16,0,0,-47.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.106.167.16,0,1,-42.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.106.167.16,1,0,-43.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.106.167.16,1,1,-39.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.125.172.128,0,0,-66.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.125.172.128,0,1,-67.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.125.172.128,1,0,-67.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.125.172.128,1,1,-68.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.67.64,0,0,-90.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.67.64,0,1,-88.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.67.64,1,0,-101.0,2018-11-19,11:05:00,,,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.67.64,1,1,-101.0,2018-11-19,11:05:00,,,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.103.160,0,0,-85.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.103.160,0,1,-81.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.103.160,1,0,-89.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
160.211.122.242.210.83,44.208.45.127.103.160,1,1,-86.0,2018-11-19,11:05:00,27.0,2.0,2018-11-19 11:05:00,25
8.212.12.130.83.142,0.66.104.213.240.0,0,0,-56.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,0.66.104.213.240.0,0,1,-57.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,0.66.104.213.240.0,1,0,-86.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,0.66.104.213.240.0,1,1,-84.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.106.167.16,0,0,-97.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.106.167.16,0,1,-89.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.106.167.16,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.106.167.16,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.125.172.128,0,0,-88.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.125.172.128,0,1,-91.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.125.172.128,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.125.172.128,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.67.64,0,0,-54.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.67.64,0,1,-55.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.67.64,1,0,-61.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.67.64,1,1,-65.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.103.160,0,0,-96.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.103.160,0,1,-96.0,2018-11-05,15:05:00,54.0,18.0,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.103.160,1,0,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
8.212.12.130.83.142,44.208.45.127.103.160,1,1,-101.0,2018-11-05,15:05:00,,,2018-11-05 15:05:00,25
0.135.1.143.215.55,0.66.104.213.240.0,0,0,-99.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,0.66.104.213.240.0,0,1,-97.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,0.66.104.213.240.0,1,0,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,0.66.104.213.240.0,1,1,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.106.167.16,0,0,-97.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.106.167.16,0,1,-98.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.106.167.16,1,0,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.106.167.16,1,1,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.125.172.128,0,0,-94.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.125.172.128,0,1,-95.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.125.172.128,1,0,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.125.172.128,1,1,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.67.64,0,0,-97.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.67.64,0,1,-96.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.67.64,1,0,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.67.64,1,1,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.103.160,0,0,-82.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.103.160,0,1,-80.0,2018-11-01,11:05:00,1.0,1.0,2018-11-01 11:05:00,26
0.135.1.143.215.55,44.208.45.127.103.160,1,0,-101.0,2018-11-01,11:05:00,,,2018-11-01 11:05:00,26
